longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_house_value
-122.14,37.67,37,3342,,186900
-122.14,37.67,37,3156,534,188300
-122.13,37.67,40,1748,318,184000
-122.12,37.67,33,3429,681,184700
-122.13,37.67,42,3592,703,179900
-122.11,37.67,38,1035,247,167200
-122.11,37.67,32,3028,811,165400
-122.09,37.67,33,2431,655,154000
-122.09,37.67,39,2069,500,153500
-122.09,37.66,40,1340,313,135400
-122.09,37.66,39,1160,259,158300
-122.05,37.68,32,2015,318,240700
-122.06,37.67,22,3882,816,180700
-122.07,37.67,27,3239,671,230600
-122.07,37.67,28,2932,739,210800
-122.07,37.67,38,2104,409,165300
-122.04,37.67,29,1694,251,254200
-122.04,37.67,18,3000,419,332600
-122.04,37.66,23,2419,348,350000
-122.07,37.66,28,2280,610,161200
-122.07,37.66,21,5031,1168,179300
-122.08,37.66,33,1547,372,154300
-122.07,37.65,31,3300,790,161800
-122.08,37.65,17,5018,1439,161900
-122.08,37.65,35,1813,393,165400
-122.08,37.66,37,1997,436,166600
-122.1,37.66,37,901,191,149700
-122.1,37.66,35,686,142,162100
-122.1,37.66,33,1954,464,152600
-122.09,37.65,27,2630,722,195200
-122.09,37.65,35,1130,192,190600
-122.09,37.65,35,1184,200,193800
-122.1,37.66,34,656,115,200600
-122.11,37.66,29,2544,643,150000
-122.1,37.66,36,1305,225,185300
-122.11,37.66,36,1755,316,172700
-122.11,37.66,35,2843,652,174100
-122.1,37.65,25,2538,494,194400
-122.1,37.64,28,1784,311,206700
-122.1,37.65,31,1797,327,204500
-122.1,37.65,36,410,76,175000
-122.12,37.65,26,162,27,137500
-122.1,37.63,18,9963,2031,187200
-122.1,37.61,35,2361,458,173600
-122.13,37.66,19,862,167,163000
-122.11,37.65,18,4335,808,331600
-122.11,37.64,31,1487,280,197600
-122.11,37.64,8,3592,849,197900
-122.12,37.64,40,432,102,228100
-122.09,37.63,34,1457,242,189500
-122.09,37.64,32,1578,284,184200
-122.1,37.63,29,2172,435,180900
-122.08,37.64,36,1340,245,172000
-122.08,37.64,36,1116,199,177900
-122.09,37.64,36,1885,307,173100
-122.09,37.64,36,1180,212,172600
-122.08,37.64,30,5267,1253,182100
-122.08,37.64,23,1897,440,179500
-122.08,37.63,31,767,171,176000
-122.08,37.63,33,691,127,192600
-122.08,37.64,36,786,133,182700
-122.07,37.64,22,5861,1516,134900
-122.07,37.63,27,2784,723,157600
-122.07,37.64,25,4524,860,190900
-122.06,37.64,37,1468,304,158200
-122.06,37.64,20,1655,450,350000
-122.06,37.65,33,1227,286,158200
-122.06,37.64,33,1160,252,146100
-122.04,37.63,33,952,172,226700
-122.03,37.62,35,2072,352,198700
-122.03,37.62,32,2964,547,221200
-122.04,37.62,35,1032,173,208500
-122.04,37.62,35,657,118,204200
-122.04,37.62,32,1540,324,193200
-122.03,37.62,35,1298,236,209500
-122.03,37.61,36,1409,271,164900
-122.03,37.61,37,1383,259,161400
-122.04,37.61,36,1151,216,187000
-122.04,37.62,35,899,179,190400
-122.08,37.63,37,1793,364,156600
-122.08,37.62,17,2485,518,157300
-122.07,37.63,35,1931,376,168100
-122.07,37.63,24,2329,465,177600
-122.06,37.63,12,6711,1374,208900
-122.06,37.63,23,1939,356,169200
-122.05,37.61,16,1642,346,163900
-122.08,37.63,34,1619,293,164700
-122.08,37.63,35,517,108,156900
-122.09,37.63,36,1570,274,168800
-122.09,37.63,35,1213,221,174100
-122.08,37.62,27,1826,309,206500
-122.08,37.61,26,2261,443,203900
-121.99,37.61,9,3666,711,217000
-122.02,37.6,36,1633,345,159600
-122.02,37.6,31,2155,522,159800
-122.02,37.6,32,1295,280,154300
-122.02,37.6,32,1295,295,149600
-122.03,37.61,33,1518,302,188600
-122.04,37.6,17,3314,638,238500
-122.06,37.6,22,3009,497,235300
-122.08,37.61,6,2605,474,261400
-122.06,37.6,17,5159,832,234400
-122.06,37.6,18,1726,276,231700
-122.08,37.59,16,1816,365,156300
-122.07,37.59,13,2578,551,222000
-122.08,37.58,15,2576,418,254400
-122.07,37.58,16,1644,251,244300
-122.07,37.58,16,1606,240,247000
-122.08,37.58,16,3349,544,236500
-122.07,37.59,15,3475,686,151400
-122.07,37.58,16,1893,338,213700
-122.04,37.59,14,1727,302,243600
-122.05,37.59,15,6243,1273,212500
-122.03,37.6,24,2077,383,214700
-122.02,37.59,18,1165,333,213200
-122.03,37.59,16,4371,889,256000
-122.01,37.59,2,838,295,237500
-122.02,37.58,15,3052,760,178100
-122.01,37.58,17,4313,717,231800
-122.09,37.6,36,385,94,147900
-122.08,37.6,10,3046,678,191700
-121.97,37.57,21,4342,783,247600
-121.96,37.58,15,3575,597,283500
-121.98,37.58,20,4126,1031,216900
-121.99,37.58,31,2878,478,282500
-122,37.58,6,4405,717,295600
-122.01,37.57,14,16199,2993,281800
-122.04,37.58,14,14917,2708,269800
-122.04,37.57,12,5719,1064,231200
-122.07,37.57,8,8647,1407,318300
-122.06,37.58,15,8112,1376,253400
-122.05,37.57,7,10648,1818,278200
-121.93,37.49,5,1150,311,300000
-122.07,37.52,3,14014,2861,273500
-122.02,37.56,23,4332,857,223400
-122.02,37.56,35,1716,312,214500
-122.03,37.56,31,4981,964,220200
-122.03,37.56,24,8444,1492,240300
-122.01,37.56,6,3028,778,158000
-122.01,37.55,26,2068,532,224200
-122.02,37.55,33,1325,274,177200
-122.01,37.56,24,2563,485,216100
-121.99,37.56,18,5505,1005,269700
-121.99,37.56,20,6462,1294,231200
-121.96,37.55,4,3746,993,162500
-121.97,37.56,13,8918,1823,254000
-121.97,37.54,31,1949,344,196200
-121.97,37.55,17,4924,1247,189400
-121.98,37.54,17,5133,1375,220800
-121.99,37.55,16,6647,2098,213800
-121.94,37.56,15,5674,748,442900
-121.95,37.55,21,10687,1540,333400
-121.93,37.54,25,1354,192,352400
-121.94,37.54,27,3715,526,305300
-121.94,37.53,33,2095,342,259600
-121.95,37.54,29,3517,645,248900
-121.94,37.54,31,2537,382,356000
-121.96,37.54,14,5106,1207,236000
-121.96,37.53,23,2215,475,218800
-121.96,37.53,28,2949,529,228000
-121.96,37.53,18,2375,652,235900
-121.97,37.54,28,2312,496,203200
-121.97,37.53,35,2277,420,197000
-121.97,37.53,26,2506,387,236400
-121.98,37.53,28,2829,566,223200
-121.98,37.53,26,3179,703,222700
-121.99,37.54,26,2332,371,225000
-121.99,37.54,18,3584,715,240100
-121.99,37.54,28,3046,507,227900
-121.99,37.55,28,2414,415,268600
-122,37.54,29,4133,744,275100
-122.01,37.55,34,2791,495,256300
-122,37.55,27,6103,1249,332400
-122.01,37.54,32,2572,406,287600
-122,37.54,26,1910,371,298900
-122.01,37.53,27,1890,303,287600
-121.99,37.53,25,5405,939,222200
-121.97,37.52,26,3761,623,232600
-121.97,37.51,25,3333,511,258300
-121.97,37.52,23,4925,948,230900
-121.95,37.52,33,3994,764,196900
-121.96,37.51,22,5811,1125,223500
-121.96,37.52,26,4211,741,223900
-121.93,37.53,27,5532,973,243500
-121.92,37.53,7,28258,3864,451100
-121.89,37.49,9,4909,577,500001
-121.92,37.49,10,7441,1588,193100
-121.92,37.48,23,4314,676,264400
-121.92,37.47,26,2016,322,246900
-121.91,37.47,13,5377,744,337300
-122.03,37.55,22,9167,1373,284800
-122.03,37.55,26,3087,532,217300
-122.04,37.55,23,3170,532,291700
-122.04,37.54,26,2145,369,223800
-122.05,37.54,25,4209,731,223100
-122.05,37.55,23,4247,835,211300
-122.04,37.53,25,4458,922,218500
-122.04,37.5,17,407,97,156300
-122.06,37.54,20,6483,1068,248200
-122.03,37.54,35,1867,343,186000
-122.03,37.54,6,2918,672,178200
-122.04,37.53,34,2316,478,190400
-122.02,37.54,31,1240,264,210300
-122.03,37.54,16,4458,856,208000
-122.03,37.53,18,1746,437,183300
-122.01,37.53,19,4572,712,245700
-122.02,37.53,21,4280,673,242200
-122,37.51,7,6352,1390,181700
-121.92,37.72,4,7477,1576,299400
-121.92,37.72,22,4638,716,219500
-121.91,37.71,25,4377,668,231800
-121.93,37.72,26,3816,637,221300
-121.93,37.72,26,2806,459,213800
-121.93,37.71,26,4822,845,206000
-121.94,37.71,15,6473,1027,271100
-121.96,37.71,6,8072,1050,336500
-121.92,37.64,46,1280,209,315600
-121.93,37.66,24,3166,424,500001
-121.92,37.69,13,3742,555,285400
-121.9,37.66,18,7397,1137,323000
-121.92,37.68,23,1655,223,291900
-121.93,37.7,3,2456,582,225600
-121.91,37.69,23,2179,308,259600
-121.91,37.68,20,1804,254,262900
-121.91,37.68,18,3631,547,257300
-121.91,37.69,18,2876,423,259200
-121.89,37.68,12,7490,1207,339700
-121.88,37.68,23,2234,270,337200
-121.89,37.68,22,1898,239,334100
-121.88,37.67,16,4070,624,311500
-121.88,37.67,25,2244,301,296900
-121.89,37.67,20,2948,471,247900
-121.89,37.67,19,2034,288,300400
-121.9,37.67,15,2130,273,332400
-121.9,37.67,7,9540,1294,389800
-121.88,37.66,29,2702,680,233000
-121.87,37.66,39,522,116,238500
-121.87,37.66,52,775,134,233300
-121.89,37.66,3,1565,464,231300
-121.88,37.64,20,1309,184,475800
-121.87,37.57,13,5519,833,393200
-121.87,37.67,10,4337,800,247200
-121.87,37.67,28,1812,294,229400
-121.85,37.68,4,4719,741,282500
-121.85,37.66,14,4236,701,300600
-121.86,37.66,22,3634,664,293200
-121.87,37.66,27,1569,242,278500
-121.84,37.66,13,13182,2074,352900
-121.85,37.72,43,228,40,400000
-121.82,37.73,47,127,23,375000
-121.86,37.7,13,9621,1344,313700
-121.89,37.69,4,6159,1510,139300
-121.77,37.65,16,4290,554,327500
-121.62,37.61,26,1786,306,430600
-121.61,37.77,32,404,74,125000
-121.72,37.7,17,1671,352,450000
-121.73,37.71,12,5608,1049,200200
-121.75,37.71,11,12070,2220,192400
-121.77,37.74,25,494,81,418800
-121.8,37.7,22,5533,943,216800
-121.8,37.69,17,3956,639,215500
-121.82,37.69,12,1906,351,227700
-121.76,37.69,29,3433,711,184400
-121.77,37.68,36,1687,372,158400
-121.78,37.69,34,2358,498,174600
-121.78,37.69,35,2853,588,168400
-121.79,37.69,25,6296,1082,188400
-121.76,37.7,9,3980,736,256700
-121.75,37.69,26,2647,536,183800
-121.75,37.68,35,1755,299,183400
-121.76,37.68,35,1864,357,177500
-121.76,37.68,32,1078,207,186900
-121.73,37.68,17,20354,3493,238900
-121.78,37.68,17,3112,872,172500
-121.77,37.68,44,495,112,179200
-121.76,37.68,52,2157,418,204400
-121.77,37.68,41,1501,299,209400
-121.77,37.67,20,8068,1217,264200
-121.76,37.67,6,3023,518,350000
-121.78,37.67,26,2211,344,199800
-121.79,37.67,26,2163,339,211000
-121.78,37.67,28,1773,278,201100
-121.78,37.66,25,1947,418,193000
-121.79,37.66,22,14701,2210,245000
-119.78,38.69,17,1364,282,117600
-119.93,38.72,15,2061,465,97900
-120,38.52,16,3045,543,140600
-120.56,38.48,14,3545,702,120900
-120.59,38.45,13,2944,558,119000
-120.55,38.46,16,1443,249,129200
-120.55,38.45,17,2277,474,99100
-120.55,38.43,18,1564,357,108900
-120.25,38.55,15,4403,891,111700
-120.79,38.54,34,1133,254,68900
-120.8,38.51,23,1001,195,96400
-120.65,38.5,10,1783,337,116700
-120.76,38.47,17,1521,309,123800
-120.88,38.45,25,1374,297,97900
-120.79,38.43,40,1391,246,129800
-120.69,38.44,13,1473,265,121300
-120.93,38.5,15,1248,234,107200
-120.97,38.42,16,1748,322,121900
-120.87,38.37,28,3998,765,113400
-120.98,38.34,27,3471,653,99100
-120.88,38.32,18,2791,492,103000
-120.93,38.26,13,2084,449,114200
-120.72,38.42,17,5654,1085,144100
-120.77,38.38,15,4221,816,128600
-120.72,38.38,9,1787,347,157200
-120.66,38.4,18,2144,420,118500
-120.65,38.42,23,1538,305,116700
-120.62,38.39,15,3750,691,134800
-120.69,38.36,19,3267,614,109900
-120.71,38.34,16,1257,231,144300
-120.8,38.31,37,1341,256,123600
-121.83,39.76,12,9831,1921,112600
-121.82,39.76,23,6010,1116,107300
-121.86,39.78,12,7653,1578,117800
-121.85,39.77,17,5273,1177,89900
-121.84,39.76,14,2351,620,102300
-121.86,39.76,19,7254,1785,87300
-121.89,39.76,15,10265,1860,142600
-121.88,39.74,12,14631,3298,153100
-121.87,39.75,22,1707,296,126600
-121.86,39.75,18,1651,309,118300
-121.87,39.74,7,1737,290,147000
-121.85,39.75,39,568,127,78100
-121.85,39.74,39,1139,265,85800
-121.85,39.74,41,2901,689,84500
-121.85,39.73,52,444,80,137500
-121.85,39.73,17,3425,827,88900
-121.86,39.74,13,3494,843,120200
-121.84,39.75,29,4362,1053,74500
-121.84,39.74,43,2976,599,85100
-121.83,39.74,34,3263,604,130300
-121.8,39.75,28,2551,378,125200
-121.82,39.75,29,7744,1375,111400
-121.82,39.75,37,2236,372,97000
-121.8,39.75,11,7212,1355,122600
-121.79,39.73,8,5690,1189,116300
-121.78,39.71,8,140,28,179200
-121.82,39.73,44,2923,659,85800
-121.84,39.73,52,677,152,94800
-121.84,39.73,52,502,100,200000
-121.84,39.73,52,857,232,112500
-121.84,39.72,52,1457,389,69000
-121.84,39.73,52,957,263,55000
-121.83,39.73,52,1741,401,77900
-121.85,39.72,18,7272,1559,98800
-121.83,39.72,52,1890,420,78700
-121.81,39.7,21,5051,1054,81300
-121.82,39.73,33,2242,517,60300
-121.82,39.72,42,2978,694,66300
-121.81,39.71,18,1222,250,116700
-121.87,39.82,11,5103,825,159700
-121.89,39.71,26,2741,451,139200
-121.97,39.79,16,1453,299,89600
-121.84,39.68,38,549,105,153100
-121.8,39.64,25,2202,422,87500
-121.77,39.66,20,3759,,158600
-121.74,39.59,24,1535,279,95100
-121.9,39.59,20,1465,278,93800
-121.75,39.88,16,2867,559,95300
-121.68,39.82,15,3996,748,141300
-121.54,40.06,17,858,262,67500
-121.51,39.97,22,1468,285,73000
-121.59,39.86,14,1527,269,119600
-121.58,39.83,16,4591,904,93200
-121.6,39.8,10,1742,307,117900
-121.62,39.79,11,3835,727,97200
-121.59,39.82,12,1958,369,97600
-121.6,39.83,12,3744,699,95300
-121.63,39.82,11,3974,727,107700
-121.6,39.79,18,2672,533,102900
-121.59,39.79,20,743,171,88300
-121.59,39.78,16,2754,570,86500
-121.59,39.78,18,945,205,58000
-121.6,39.77,26,1503,343,84000
-121.61,39.77,25,1612,313,89500
-121.63,39.78,28,1677,327,93400
-121.57,39.8,23,790,137,115200
-121.57,39.78,18,2221,459,105700
-121.59,39.77,24,1535,276,97300
-121.58,39.79,19,2636,523,108600
-121.57,39.76,20,1384,257,104900
-121.58,39.76,19,2487,485,110200
-121.58,39.76,18,1676,332,103800
-121.59,39.75,20,908,206,80800
-121.6,39.77,23,2263,497,87300
-121.6,39.76,22,2447,556,85500
-121.61,39.76,31,2431,512,85000
-121.62,39.77,23,1759,366,93500
-121.65,39.76,31,1599,318,96700
-121.63,39.76,22,2598,482,109700
-121.62,39.76,14,2063,559,85800
-121.62,39.75,20,1173,261,92800
-121.63,39.75,37,1296,296,70500
-121.64,39.74,20,1808,334,121800
-121.71,39.71,17,2748,556,102600
-121.66,39.66,17,3502,655,101200
-121.56,39.69,8,2836,522,168300
-121.57,39.74,17,1619,292,126100
-121.59,39.74,17,1646,330,83800
-121.6,39.75,19,2888,591,92600
-121.6,39.68,15,1677,345,111200
-121.5,39.83,15,1896,408,87500
-121.41,39.72,17,1583,331,87500
-121.39,39.61,22,2828,610,94700
-121.24,39.65,35,632,148,62500
-121.19,39.55,17,1483,284,83300
-121.36,39.52,15,2490,527,85700
-121.56,39.52,9,818,197,79500
-121.56,39.52,26,1957,429,53600
-121.56,39.53,12,1733,421,65200
-121.54,39.6,15,886,204,84100
-121.46,39.54,14,5549,1000,142300
-121.49,39.52,25,848,153,93800
-121.44,39.5,26,1652,325,90800
-121.47,39.49,17,1554,242,91800
-121.47,39.51,19,3720,636,97500
-121.53,39.53,35,1806,293,91200
-121.53,39.52,30,1030,161,73800
-121.53,39.52,24,1028,185,86400
-121.54,39.51,33,3585,757,62100
-121.52,39.51,30,3085,610,72200
-121.55,39.51,39,1551,353,57600
-121.55,39.51,48,827,198,58300
-121.55,39.51,50,1050,288,51700
-121.56,39.51,47,1064,245,57900
-121.56,39.51,46,1885,385,53100
-121.57,39.5,31,2023,469,56100
-121.58,39.52,25,2409,490,58000
-121.58,39.51,24,1865,372,56700
-121.58,39.5,29,1947,383,57600
-121.62,39.5,18,2105,416,63300
-121.61,39.52,24,1610,324,59800
-121.65,39.53,23,1387,325,65200
-121.57,39.48,15,202,54,42500
-121.55,39.5,26,3215,827,45100
-121.54,39.5,38,1438,310,39400
-121.53,39.49,19,1537,329,50300
-121.54,39.48,29,2896,596,53800
-121.54,39.47,14,1724,315,53900
-121.55,39.48,41,461,107,41800
-121.49,39.49,20,2505,468,88900
-121.52,39.5,33,1462,241,82600
-121.52,39.49,30,1217,238,63600
-121.52,39.48,21,2628,494,59400
-121.55,39.45,18,2278,523,60600
-121.53,39.44,26,1340,255,57100
-121.55,39.44,31,1434,283,49000
-121.52,39.43,15,2119,389,80400
-121.46,39.4,17,3659,735,96200
-121.39,39.39,52,189,34,60000
-121.54,39.33,27,720,150,61300
-121.59,39.39,22,2515,482,73800
-121.67,39.37,27,2599,502,86300
-121.65,39.35,24,1003,251,86400
-121.67,39.34,22,1217,224,84600
-121.65,39.32,40,812,154,73500
-121.69,39.36,29,2220,471,56200
-121.7,39.37,32,1852,373,57000
-121.7,39.36,46,1210,243,63900
-121.7,39.36,37,2330,495,56000
-121.69,39.36,34,842,186,63000
-121.74,39.38,27,2596,435,85500
-121.8,39.33,30,1019,192,81300
-121.71,39.42,21,1432,284,57600
-121.71,39.41,22,1814,342,59400
-121.75,39.4,29,1687,327,81900
-121.79,39.48,39,1105,180,82100
-120.46,38.15,16,4221,781,116000
-120.55,38.12,10,1566,325,116100
-120.56,38.09,34,2745,559,94900
-120.55,38.07,27,1199,224,92200
-120.54,38.07,37,736,148,79900
-120.67,37.97,9,7450,1475,133000
-120.46,38.09,16,3758,715,122600
-120.79,38.24,19,1003,235,90400
-120.9,38.2,16,3120,641,93200
-120.88,38.16,8,2029,387,125900
-120.91,38.11,9,3585,680,133100
-120.76,38.12,7,7188,1288,130600
-120.65,38.28,21,3095,681,104000
-120.72,38.24,32,2685,543,101600
-120.67,38.19,17,2967,611,92600
-120.57,38.2,13,4110,847,122300
-120.43,38.25,13,763,161,112500
-120.56,38.39,20,1326,307,86600
-120.54,38.41,21,1435,294,77400
-120.42,38.42,18,2912,663,91900
-120.41,38.33,17,1463,338,100900
-120.55,38.31,18,1411,312,94700
-120.57,38.35,17,1504,358,84800
-120.36,38.21,10,4300,845,139900
-120.34,38.23,10,3757,722,121400
-120.33,38.26,13,2962,546,155800
-120.34,38.25,17,5497,1056,111500
-120.37,38.23,13,4401,829,123500
-120.37,38.25,13,4495,856,113700
-120.27,38.29,10,3486,695,103800
-120.27,38.31,13,3297,662,108300
-120.19,38.42,11,1568,369,77500
-121.91,39.03,48,1096,218,65800
-122,38.99,39,1548,323,67500
-122.13,39,23,3832,774,59200
-121.99,39.15,17,6440,1204,72000
-122.04,39.22,27,1446,295,92800
-122.08,39.25,52,224,38,112500
-122.33,39.1,10,266,62,75000
-122.2,39.15,33,1064,174,108000
-122.09,39.13,28,4169,895,65500
-122.05,39.34,44,1064,230,61500
-122.17,39.31,35,2791,552,62700
-122.51,39.3,19,1629,386,68800
-122.01,39.21,50,1592,372,69100
-122.01,39.21,52,1989,392,75800
-122.01,39.21,39,1214,250,75000
-121.96,39.3,39,701,130,112500
-121.65,38.03,28,3144,694,192400
-121.63,38.03,17,2549,596,209400
-121.63,38.04,25,2019,411,183800
-121.73,38,3,9217,1522,189100
-121.72,38,7,7957,1314,156500
-121.72,37.98,5,7105,1143,168800
-121.68,37.98,19,3388,599,162800
-121.7,37.98,9,3079,519,172900
-121.71,37.99,27,3861,718,129700
-121.67,37.99,22,1046,195,213500
-121.68,37.93,44,1014,225,119400
-121.7,37.94,36,1710,320,131100
-121.69,37.95,15,1850,441,125400
-121.7,37.96,33,2396,452,151400
-121.66,37.93,19,2055,358,263100
-121.7,37.91,17,1962,291,187100
-121.7,37.93,19,2005,405,156700
-121.74,37.95,5,4980,774,186300
-121.7,37.93,10,3258,612,152500
-121.6,37.91,13,2479,394,241400
-121.6,37.9,5,14684,2252,340900
-121.61,37.86,30,1428,287,154400
-121.64,37.85,22,1999,415,253900
-121.8,38.01,46,2273,495,109400
-121.81,38.01,47,1942,430,105100
-121.81,38.01,52,1124,245,128500
-121.82,38.02,46,176,43,93800
-121.82,38.01,42,1017,253,99100
-121.82,38.01,50,1120,281,96400
-121.82,38.01,25,3018,606,127000
-121.84,38.02,46,66,22,87500
-121.78,38.01,19,2688,469,133900
-121.79,38.01,17,4032,814,146800
-121.79,38,34,3090,593,124700
-121.8,38.01,44,3184,581,110200
-121.8,38.01,37,3058,567,130800
-121.78,38,8,2371,375,174500
-121.77,38.01,13,2983,534,168100
-121.81,37.99,18,2807,445,170400
-121.81,37.99,22,2331,359,150800
-121.82,37.98,13,3995,605,165200
-121.82,38.01,47,1265,254,93500
-121.82,38,29,2070,452,113400
-121.81,38,37,2724,579,97300
-121.82,38,30,3268,567,131000
-121.85,38,26,3364,570,133400
-121.85,38,24,2269,584,100000
-121.83,38,15,6365,1646,103600
-121.83,38,25,1710,288,145300
-121.83,37.99,23,1150,174,152400
-121.83,37.99,23,1970,296,145900
-121.83,37.99,18,2741,449,142500
-121.83,38,8,2572,738,75800
-121.84,37.99,13,4545,952,126100
-121.84,37.99,15,2380,385,142600
-121.83,37.99,16,2919,462,164700
-121.79,38,36,1141,234,108500
-121.79,37.99,10,4156,609,178600
-121.79,37.99,18,3646,534,164700
-121.8,38,34,2738,475,122500
-121.8,37.99,16,3077,465,179500
-121.77,37.99,4,5623,780,205100
-121.88,38.03,10,2769,619,158600
-121.9,38.04,36,1489,331,90200
-121.86,38.04,52,242,59,67500
-121.87,38.02,52,2264,439,99400
-121.88,38.03,52,1225,250,101400
-121.9,38.03,51,2982,689,87700
-121.88,38.02,46,2112,466,87000
-121.89,38.02,36,2707,550,94600
-121.9,38.02,5,1560,369,181800
-121.87,38.02,31,3644,746,117800
-121.88,38,16,2605,440,140300
-121.88,38.01,9,5329,1284,150000
-121.89,38.01,30,4114,743,134400
-121.88,38,22,721,117,151900
-121.86,38,4,4075,927,165200
-121.86,38,16,3216,464,161700
-121.89,37.99,4,2171,597,170500
-121.88,37.99,16,3787,515,174200
-121.87,38,17,2713,442,144100
-121.87,37.99,15,2203,312,163900
-121.89,38.01,28,3639,751,103900
-121.9,38.02,12,1497,360,122200
-121.9,38.01,16,2604,454,136000
-121.92,38.02,8,2750,479,156500
-121.89,38.01,32,1000,188,99200
-121.9,38.01,34,3779,766,110600
-121.9,38,14,1930,363,162200
-121.9,38,14,2677,368,177500
-121.92,38.01,7,1632,248,166000
-121.93,38.01,9,2294,389,160800
-121.93,38.02,13,1524,286,154800
-121.95,38.03,5,5526,,143100
-121.94,38.03,27,1654,478,87100
-121.96,38.02,35,2691,542,95300
-121.95,38.02,9,3360,833,100700
-121.94,38.02,29,5765,1170,113900
-121.92,38.03,16,2176,464,100200
-121.92,38.02,16,1840,355,125000
-121.91,38.02,15,2966,558,129800
-121.97,38.04,38,2505,554,83500
-121.97,38.03,17,3685,685,139800
-121.98,38.05,31,2810,518,98500
-122.02,38.02,44,1465,247,156900
-122,38.03,4,2341,408,165900
-122.14,38.02,44,1625,432,133900
-122.14,38.03,42,118,34,225000
-122.13,38.02,52,2378,508,166000
-122.13,38.01,48,2123,494,144800
-122.14,38.01,50,1760,341,178300
-122.13,38.01,51,1262,309,139300
-122.13,38,33,2821,652,150800
-122.16,38.02,40,1800,290,196100
-122.11,38.01,39,1313,306,116100
-122.11,38.01,41,1345,272,129400
-122.12,38,20,6992,1404,166400
-122.12,38.01,50,1300,263,126500
-122.12,38.01,50,1738,355,135700
-122.12,38.01,42,2225,367,172400
-122.09,38.02,37,1742,339,113700
-122.1,38.02,28,4308,824,159700
-122.07,38,37,978,202,156300
-122.09,38,6,10191,1882,204200
-122.11,38,9,3424,583,212600
-122.08,37.99,19,4657,739,199900
-122.09,37.99,19,3073,506,205400
-122.11,37.99,16,3913,710,206700
-122.11,37.99,10,2864,514,287700
